NOC 2016  Version 1.3 Code,NOC 2016  Version 1.3 Title,Partial,SOC 2018 (US) Code,SOC 2018 (US) Title,Explanatory Notes
7534,Air transport ramp attendants,*,53-7061,Cleaners of Vehicles and Equipment,Only cleaners of aircraft interiors 
7535,Other automotive mechanical installers and servicers,*,49-3093,Tire Repairers and Changers,"Only tire repairers and changers, including emergency road servicers"
7535,Other automotive mechanical installers and servicers,*,49-9043,"Maintenance Workers, Machinery",Only mechanical installers and servicers performing routine maintenance service on equipment and trucks
7535,Other automotive mechanical installers and servicers,*,49-9098,"Helpers--Installation, Maintenance, and Repair Workers","Only helpers in automotive installation, maintenance and repair "
7611,Construction trades helpers and labourers,*,33-9091,Crossing Guards and Flaggers,Only flagpersons 
7611,Construction trades helpers and labourers,*,47-2061,Construction Laborers,Only labourers in construction who perform more skilled jobs than general workers and helpers
7611,Construction trades helpers and labourers,*,47-2151,Pipelayers,Only pipelayers
7611,Construction trades helpers and labourers,*,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Only bricklayers and masons helpers
7611,Construction trades helpers and labourers,*,47-3012,Helpers--Carpenters,Only helpers in carpentry and cabinetry 
7611,Construction trades helpers and labourers,*,47-3013,Helpers--Electricians,Only helpers to electricians
7611,Construction trades helpers and labourers,*,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Only helpers and workers to painters, drywallers, plasters, stucco masons and paperhangers"
7611,Construction trades helpers and labourers,*,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Only helpers, assistants and workers to plumbers, pipelayers, pipefitters and steamfitters "
7611,Construction trades helpers and labourers,*,47-3016,Helpers--Roofers,Only helpers to roofers 
7611,Construction trades helpers and labourers,*,47-3019,"Helpers, Construction Trades, All Other",Only construction trade helpers not accounted for in other relationships between this NOC code and SOC
7611,Construction trades helpers and labourers,*,47-4041,Hazardous Materials Removal Workers,Only helpers in asbestos
7611,Construction trades helpers and labourers,*,47-4099,"Construction and Related Workers, All Other",Only construction and related workers not accounted for in other relationships between this NOC code and SOC
7611,Construction trades helpers and labourers,*,47-5051,"Rock Splitters, Quarry",Only labourers and splitters of rocks 
7612,Other trades helpers and labourers,*,47-3013,Helpers--Electricians,"Only helpers in electrical mechanical, and in electric cable, motor, power and appliance repair and installation, including marine and shipyard electrician helpers"
7612,Other trades helpers and labourers,*,49-9043,"Maintenance Workers, Machinery",Only helpers and workers in routine maintenance of machinery and equipment 
7612,Other trades helpers and labourers,*,49-9098,"Helpers--Installation, Maintenance, and Repair Workers","Only helpers in installation, maintenance and repair of industrial machinery and equipment, telecommunication, automotive and surveying "
7621,Public works and maintenance labourers,*,47-2141,"Painters, Construction and Maintenance",Only traffic line painters 
7621,Public works and maintenance labourers,*,47-4051,Highway Maintenance Workers,"Only labourers, helpers and workers in publics works and maintenance activities"
7621,Public works and maintenance labourers,*,53-7081,Refuse and Recyclable Material Collectors,Only labourers in refuse and recycling collection
7622,Railway and motor transport labourers,*,53-4099,"Rail Transportation Workers, All Other","Only labourers, helpers, assistants and workers in railway transport"
7622,Railway and motor transport labourers,*,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",Only labourers and movers involved in motor transport not accounted for in other relationships between this NOC code and SOC
8211,"Supervisors, logging and forestry",,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",
8221,"Supervisors, mining and quarrying",,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,
8222,"Contractors and supervisors, oil and gas drilling and services",,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,
8231,Underground production and development miners,*,47-5041,Continuous Mining Machine Operators,Only operators of continuous mining machines 
8231,Underground production and development miners,*,47-5043,"Roof Bolters, Mining",Only operators of roof bolting machines and equipment
8231,Underground production and development miners,*,47-5044,"Loading and Moving Machine Operators, Underground Mining",Only operators of loading and moving machines 
8231,Underground production and development miners,*,47-5049,"Underground Mining Machine Operators, All Other",Only underground production and development miners not accounted for in other relationships between this NOC code and SOC
8232,"Oil and gas well drillers, servicers, testers and related workers",*,47-5012,"Rotary Drill Operators, Oil and Gas","Only operators of oil and gas drill, including drilling and hoisting operations "
8232,"Oil and gas well drillers, servicers, testers and related workers",*,47-5013,"Service Unit Operators, Oil and Gas",Only well servicers and related workers 
8241,Logging machinery operators,,45-4022,Logging Equipment Operators,
8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",*,39-2011,Animal Trainers,Only trainers of horses 
8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",*,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Only managers, supervisors, bosses and foremen/forewomen of farms and agricultural activities "
8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",*,45-2091,Agricultural Equipment Operators,"Only operators of agriculture equipment, machinery and systems"
8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",*,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Only contractors and specialized workers of agricultural crops 
8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",*,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Only contractors and specialized workers of farm animals and livestock
8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",*,53-2012,Commercial Pilots,Only contractors of crop dusting services 
8255,"Contractors and supervisors, landscaping, grounds maintenance and horticulture services",,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",
8261,Fishing masters and officers,,45-3031,Fishing and Hunting Workers,
8262,Fishermen/women,,45-3031,Fishing and Hunting Workers,
8411,Underground mine service and support workers,*,47-5044,"Loading and Moving Machine Operators, Underground Mining","Only operators and tenders of ore chutes, conveyor systems, and haulage equipment"
8411,Underground mine service and support workers,*,47-5049,"Underground Mining Machine Operators, All Other",Only the underground mine support workers not involved in haulage of mineral or tools
8412,Oil and gas well drilling and related workers and services operators,*,47-5011,"Derrick Operators, Oil and Gas",Only workers who operate oil and gas drilling rig machinery and equipment 
8412,Oil and gas well drilling and related workers and services operators,*,47-5013,"Service Unit Operators, Oil and Gas",Only operators of equipment in oil and gas servicing operations
8412,Oil and gas well drilling and related workers and services operators,*,53-7073,Wellhead Pumpers,Only operators of oil well pumpers
8421,Chain saw and skidder operators,*,45-4021,Fallers,Only operators of chainsaws and axes
8421,Chain saw and skidder operators,*,45-4022,Logging Equipment Operators,Only operators utilizing logging equipment
8422,Silviculture and forestry workers,,45-4011,Forest and Conservation Workers,
8431,General farm workers,*,39-2011,Animal Trainers,Only horse breakers
8431,General farm workers,*,45-2041,"Graders and Sorters, Agricultural Products","Only graders, classifiers and sorters of farm livestock and other agriculture products "
8431,General farm workers,*,45-2091,Agricultural Equipment Operators,Only operators of farm and agriculture equipment
8431,General farm workers,*,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Only farm workers and labourers, who work with agricultural products "
8431,General farm workers,*,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals","Only farm workers who work with farm animals and livestock, also excluding workers in apiaries"
8431,General farm workers,*,45-2099,"Agricultural Workers, All Other",Only farm workers not accounted for in other relationships between this NOC code and SOC
8432,Nursery and greenhouse workers,*,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Only hand sprayers 
8432,Nursery and greenhouse workers,*,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Only nursery and greenhouse workers, excluding hand sprayers of pesticide "
8441,Fishing vessel deckhands,,45-3031,Fishing and Hunting Workers,
8442,Trappers and hunters,,45-3031,Fishing and Hunting Workers,
8611,Harvesting labourers,*,45-2041,"Graders and Sorters, Agricultural Products",Only sorters of farm harvests and other agricultural products 
8611,Harvesting labourers,*,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Only labourers working on crop harvesting 
8612,Landscaping and grounds maintenance labourers,*,37-3011,Landscaping and Groundskeeping Workers,Only workers in grounds maintenance and landscaping
8612,Landscaping and grounds maintenance labourers,*,37-3019,"Grounds Maintenance Workers, All Other",Only helpers in grounds maintenance and landscaping not accounted for in other relationships between this NOC code and SOC
8613,Aquaculture and marine harvest labourers,*,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Only labourers involved in feeding and tending to the aquacultural animals
8613,Aquaculture and marine harvest labourers,*,45-3031,Fishing and Hunting Workers,"Only gatherers of marine plants, and diggers, harvesters and pickers of shellfish and mollusks"
8614,Mine labourers,*,47-5081,Helpers--Extraction Workers,Only labourers and helpers in mining
8614,Mine labourers,*,47-5099,"Extraction Workers, All Other",Only labourers in extraction not accounted for in other relationships between this NOC code and SOC
8615,"Oil and gas drilling, servicing and related labourers",,47-5071,"Roustabouts, Oil and Gas",
8616,Logging and forestry labourers,,45-4029,"Logging Workers, All Other",
9211,"Supervisors, mineral and metal processing",,51-1011,First-Line Supervisors of Production and Operating Workers,
9212,"Supervisors, petroleum, gas and chemical processing and utilities",,51-1011,First-Line Supervisors of Production and Operating Workers,
9213,"Supervisors, food and beverage processing",,51-1011,First-Line Supervisors of Production and Operating Workers,
9214,"Supervisors, plastic and rubber products manufacturing",,51-1011,First-Line Supervisors of Production and Operating Workers,
9215,"Supervisors, forest products processing",,51-1011,First-Line Supervisors of Production and Operating Workers,
9217,"Supervisors, textile, fabric, fur and leather products processing and manufacturing",,51-1011,First-Line Supervisors of Production and Operating Workers,
9221,"Supervisors, motor vehicle assembling",,51-1011,First-Line Supervisors of Production and Operating Workers,
9222,"Supervisors, electronics manufacturing",,51-1011,First-Line Supervisors of Production and Operating Workers,
9223,"Supervisors, electrical products manufacturing",,51-1011,First-Line Supervisors of Production and Operating Workers,
9224,"Supervisors, furniture and fixtures manufacturing",,51-1011,First-Line Supervisors of Production and Operating Workers,
9226,"Supervisors, other mechanical and metal products manufacturing",,51-1011,First-Line Supervisors of Production and Operating Workers,
9227,"Supervisors, other products manufacturing and assembly",,51-1011,First-Line Supervisors of Production and Operating Workers,
9231,"Central control and process operators, mineral and metal processing",*,51-4051,Metal-Refining Furnace Operators and Tenders,Only operators of furnaces to melt and refine metal 
9231,"Central control and process operators, mineral and metal processing",*,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Only operators of heat treating equipment to temper, harden, anneal or heat treat "
9232,"Central control and process operators, petroleum, gas and chemical processing",*,51-8091,Chemical Plant and System Operators,Only operators of chemical processes or systems of machines 
9232,"Central control and process operators, petroleum, gas and chemical processing",*,51-8092,Gas Plant Operators,"Only operators, regulators, controllers and dispatchers in gas processing, pressure regulation and distribution"
9232,"Central control and process operators, petroleum, gas and chemical processing",*,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","Only operators, regulators, controllers, refiners and dispatchers in petroleum and oil refining, processing, flow regulation and distribution"
9232,"Central control and process operators, petroleum, gas and chemical processing",*,51-8099,"Plant and System Operators, All Other",Only central control and process operators not accounted for in other relationships between this NOC code and SOC
9232,"Central control and process operators, petroleum, gas and chemical processing",*,53-7071,Gas Compressor and Gas Pumping Station Operators,"Only central control and process operators in gases transmission, compression and recovery, also excluding pumping station operators "
9235,"Pulping, papermaking and coating control operators",,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",
9241,Power engineers and power systems operators,*,51-8011,Nuclear Power Reactor Operators,Only operators in nuclear reactors and power generators
9241,Power engineers and power systems operators,*,51-8012,Power Distributors and Dispatchers,"Only operators and dispatchers in power distribution, including electricity and steam "
9241,Power engineers and power systems operators,*,51-8013,Power Plant Operators,"Only operators of equipment and machinery in power generation, excluding nuclear power generators and reactors"
9241,Power engineers and power systems operators,*,51-8021,Stationary Engineers and Boiler Operators,Only stationary and power engineers and boiler operations 
9243,Water and waste treatment plant operators,*,51-8031,Water and Wastewater Treatment Plant and System Operators,"Only waste and water treatment plant and systems operators, excluding pump operators "
9243,Water and waste treatment plant operators,*,53-7072,"Pump Operators, Except Wellhead Pumpers",Only pump operators
9411,"Machine operators, mineral and metal processing",*,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Only operators and tenders of machinery for extruding and drawing materials 
9411,"Machine operators, mineral and metal processing",*,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Only operators, preparers and tenders of machinery for rolling materials"
9411,"Machine operators, mineral and metal processing",*,51-4051,Metal-Refining Furnace Operators and Tenders,Only operators and tenders of furnaces and ovens for refining materials 
9411,"Machine operators, mineral and metal processing",*,51-4052," Pourers and Casters, Metal",Only operators and tenders of machines and mechanisms for producing castings or ingots
9411,"Machine operators, mineral and metal processing",*,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Only operators and tenders of machinery and equipment to temper, harden, anneal, or heat treat materials "
9411,"Machine operators, mineral and metal processing",*,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Only operators and tenders of kilns, ovens, driers and kettles"
9412,Foundry workers,*,51-4051,Metal-Refining Furnace Operators and Tenders,Only operators and tenders of furnaces and ovens 
9412,Foundry workers,*,51-4052,"Pourers and Casters, Metal",Only casters and pourers of metals into molds 
9412,Foundry workers,*,51-4071,Foundry Mold and Coremakers,Only machine operators and manual makers of moulds and cores 
9412,Foundry workers,*,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Only operators, tenders and machine setters for moulding, casting and core making machines "
9413,Glass forming and finishing machine operators and glass cutters,*,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Only operators tenders of machinery for grinding and polishing glass, including beveling and edging machine operators "
9413,Glass forming and finishing machine operators and glass cutters,*,51-9031,"Cutters and Trimmers, Hand",Only hand cutters and trimmers of glass 
9413,Glass forming and finishing machine operators and glass cutters,*,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Only operators and tenders of machinery for glass cutting
9413,Glass forming and finishing machine operators and glass cutters,*,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Only operators and tenders of machinery for glass-forming
9413,Glass forming and finishing machine operators and glass cutters,*,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Only operators of furnaces and kilns to anneal and temper glass 
9413,Glass forming and finishing machine operators and glass cutters,*,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic","Only moulders, shapers, benders and casters of glass "
9414,"Concrete, clay and stone forming operators",*,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Only operators and tenders of machinery and equipment to grind, polish, buff, sandblast and finish stone products"
9414,"Concrete, clay and stone forming operators",*,51-9022,"Grinding and Polishing Workers, Hand",Only hand polishers and cutters 
9414,"Concrete, clay and stone forming operators",*,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders","Only operators and tenders of machinery and equipment to blend and mix clay, stone and concrete products"
9414,"Concrete, clay and stone forming operators",*,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Only operators and tenders of machinery and equipment to cut and slice stone
9414,"Concrete, clay and stone forming operators",*,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Only operators and tenders of furnaces and kilns to bake clay products
9414,"Concrete, clay and stone forming operators",*,51-9194,Etchers and Engravers,"Only engravers of stones and concrete products, including monument engravers"
9415,"Inspectors and testers, mineral and metal processing",,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",
9416,Metalworking and forging machine operators,*,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Only operators of machinery and equipment for metal forging 
9416,Metalworking and forging machine operators,*,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Only operators, setters and tenders of machinery to roll metal "
9416,Metalworking and forging machine operators,*,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Only operators, setters and tenders of machinery and equipment to cut, bend, shape, punch and press metal stock"
9416,Metalworking and forging machine operators,*,51-9161,Computer Numerically Controlled Tool Operators,Only metalworking and forging machine operators who primarily program and operate computer numerically controlled (CNC) equipment
9417,Machining tool operators,*,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Only machining tool operators, setters and tenders of drilling and boring machinery and equipment"
9417,Machining tool operators,*,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Only machining tool operators, setters and tenders of grinding and lapping machinery and equipment "
9417,Machining tool operators,*,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Only machining tool operators, setters and tenders of lathe and turning machinery and equipment "
9417,Machining tool operators,*,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Only machining tool operators, setters and tenders of machinery to mill, plane, shape, groove and profile metal"
9417,Machining tool operators,*,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Only operators of multi-operation machines 
9417,Machining tool operators,*,51-4194,"Tool Grinders, Filers, and Sharpeners","Only machining tool operators, setters and tenders of tool grinding, filing and sharpening machinery and equipment"
9417,Machining tool operators,*,51-9161,Computer Numerically Controlled Tool Operators,"Only operators of computer-controlled and numerically controlled tools, machines, or robots for repetitive machining operations "
9418,Other metal products machine operators,*,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Only operators of multi-operation machines for other metal product production not elsewhere classified
9418,Other metal products machine operators,*,51-4199,"Metal Workers and Plastic Workers, All Other","Only operators of machinery for electrical discharge, riveting and other machinery not elsewhere classified"
9421,Chemical plant machine operators,*,51-9011,Chemical Equipment Operators and Tenders,Only operators and tenders of machinery for chemical processing not accounted for in other relationships between this NOC code and SOC
9421,Chemical plant machine operators,*,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders","Only setters, operators and tenders of machinery to mix and blend chemicals"
9421,Chemical plant machine operators,*,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Only setters, operators and tenders of machinery to extrude, form, press and compact products"
9421,Chemical plant machine operators,*,51-9193,Cooling and Freezing Equipment Operators and Tenders,Only operators of chillers and freezing equipment - chemical processing
9422,Plastics processing machine operators,*,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Only operators, setters and tenders of machinery for extruding"
9422,Plastics processing machine operators,*,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Only operators, setters and tenders of machinery for rolling plastic, including calendaring"
9422,Plastics processing machine operators,*,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Only operators, setters and tenders of machinery for pressing"
9422,Plastics processing machine operators,*,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Only operators, setters and tenders of machinery for moulding plastic products, including injection moulding process "
9422,Plastics processing machine operators,*,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Only operators, setters and tenders of machinery for extrusion of fiberglass "
9422,Plastics processing machine operators,*,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders","Only operators, setters and tenders of machinery for mixing and blending "
9423,Rubber processing machine operators and related workers,*,51-9031,"Cutters and Trimmers, Hand",Only workers who hand cut and trimmer rubber products 
9423,Rubber processing machine operators and related workers,*,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders","Only operators, setters and tenders of machinery for cutting and slicing "
9423,Rubber processing machine operators and related workers,*,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Only rubber processing machine operators and related workers not accounted for in other relationships between this NOC code and SOC
9423,Rubber processing machine operators and related workers,*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors of rubber products 
9423,Rubber processing machine operators and related workers,*,51-9191,Adhesive Bonding Machine Operators and Tenders,"Only operators, setters and tenders of machinery for adhesive bonding and gluing "
9423,Rubber processing machine operators and related workers,*,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Only operators, setters and tenders of machinery for cleaning and washing rubber products"
9423,Rubber processing machine operators and related workers,*,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic","Only operators, setters and tenders of machinery for moulding "
9423,Rubber processing machine operators and related workers,*,51-9197,Tire Builders,"Only operators, setters and tenders of machinery for tires"
9431,Sawmill machine operators,,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",
9432,Pulp mill machine operators,*,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Only operators, setters and tenders of machinery to separate and filter, includes continuous process and digesters "
9432,Pulp mill machine operators,*,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders","Only operators, setters and tenders of mixing and blending pulp"
9432,Pulp mill machine operators,*,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Only operators, setters and tenders of machinery to wash and clean pulp, including bleaching"
9433,Papermaking and finishing machine operators,,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",
9434,Other wood processing machine operators,*,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood","Only operators, setters and tenders of machinery to trim logs"
9434,Other wood processing machine operators,*,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Only other wood processing machine operators not accounted for in other relationships between this NOC code and SOC
9434,Other wood processing machine operators,*,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Only operators, setters and tenders of machinery to dry wood products"
9435,Paper converting machine operators,,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",
9436,Lumber graders and other wood processing inspectors and graders,*,45-4023,Log Graders and Scalers,Only graders of lumber
9436,Lumber graders and other wood processing inspectors and graders,*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Excluding graders of lumber
9437,Woodworking machine operators,*,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood","Only operators, setters and tenders of machinery to saw wood products"
9437,Woodworking machine operators,*,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Only woodworking machine operators, tenders and setters, except sawing"
9437,Woodworking machine operators,*,51-7099,"Woodworkers, All Other","Only operators, setters and tenders of pre-set special-purpose woodworking machines "
9437,Woodworking machine operators,*,51-9161,Computer Numerically Controlled Tool Operators,Only computer numerically controlled equipment operators - woodworking 
9437,Woodworking machine operators,*,51-9191,Adhesive Bonding Machine Operators and Tenders,"Only operators, setters and tenders of machinery to bond and glue wood together "
9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",*,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,"Only operators, setters and tenders of machinery to bleach, shrink, wash, dye, coat, or finish products"
9441,"Textile fibre and yarn, hide and pelt processing machine operators and workers",*,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Only setters, operators and tenders who wind, twist and draw out yarn or related textile"
9442,"Weavers, knitters and other fabric making occupations",,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",
9445,"Fabric, fur and leather cutters",*,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders","Only fabric, fur and leather cutters and trimmers, using machinery"
9445,"Fabric, fur and leather cutters",*,51-9031,"Cutters and Trimmers, Hand",Only cutters and trimmers who use hand tools and hand-held power tools
9446,Industrial sewing machine operators,*,51-6031,Sewing Machine Operators,Only sewing machine operators not related to shoe fabrication
9446,Industrial sewing machine operators,*,51-6042,Shoe Machine Operators and Tenders,Only operators and tenders of machinery for shoes 
9447,"Inspectors and graders, textile, fabric, fur and leather products manufacturing",,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",
9461,"Process control and machine operators, food and beverage processing",*,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Only operators and tenders of machinery for roasting, baking, and drying food products, including tobacco"
9461,"Process control and machine operators, food and beverage processing",*,51-3092,Food Batchmakers,"Only operators and tenders of machinery for mixing and blending food products, including cheese makers and syrup makers"
9461,"Process control and machine operators, food and beverage processing",*,51-3093,Food Cooking Machine Operators and Tenders,"Only operators and tenders of cooking machinery and equipment (excluding roasting, baking and drying)"
9461,"Process control and machine operators, food and beverage processing",*,51-3099,"Food Processing Workers, All Other",Only food and beverage processing workers not accounted for in other relationships between this NOC code and SOC
9461,"Process control and machine operators, food and beverage processing",*,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Only operators, setters and tenders of machinery to extract, sort, or separate liquids, gases, or solids from other materials to recover a refined product, including brewing, fermenting and pasteurizing "
9461,"Process control and machine operators, food and beverage processing",*,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Only operators, setters and tenders of machinery to crush and grind food products "
9461,"Process control and machine operators, food and beverage processing",*,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Only operators, setters and tenders of machinery to shape and form food products"
9461,"Process control and machine operators, food and beverage processing",*,51-9111,Packaging and Filling Machine Operators and Tenders,"Only operators, setters and tenders of machinery to package food products, including canning and bottling"
9461,"Process control and machine operators, food and beverage processing",*,51-9193,Cooling and Freezing Equipment Operators and Tenders,"Only operators, setters and tenders of machinery to cool and freeze food products"
9461,"Process control and machine operators, food and beverage processing",*,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic","Only operators of machinery and equipment to mould and shape food products, including cigar rollers"
9461,"Process control and machine operators, food and beverage processing",*,53-7072,"Pump Operators, Except Wellhead Pumpers",Only brewery pumpers
9462,"Industrial butchers and meat cutters, poultry preparers and related workers",*,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Only poultry preparers and related workers who prepare poultry for further processing or packaging
9462,"Industrial butchers and meat cutters, poultry preparers and related workers",*,51-3023,Slaughterers and Meat Packers,"Only industrial butchers, meat cutters and related workers, excluding poultry preparers"
9462,"Industrial butchers and meat cutters, poultry preparers and related workers",*,51-3099,"Food Processing Workers, All Other",Only poultry hangers
9463,Fish and seafood plant workers,,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",
9465,"Testers and graders, food and beverage processing",,45-2041,"Graders and Sorters, Agricultural Products",
9471,Plateless printing equipment operators,,51-5112,Printing Press Operators,
9472,"Camera, platemaking and other prepress occupations",*,51-5111,Prepress Technicians and Workers,"Only platemakers, plate mounters and other related workers"
9472,"Camera, platemaking and other prepress occupations",*,51-5112,Printing Press Operators,Only transferrers 
9472,"Camera, platemaking and other prepress occupations",*,51-9151,Photographic Process Workers and Processing Machine Operators,"Only mergers, spotters, and editors of photographic negatives and prints for printing "
9473,Binding and finishing machine operators,,51-5113,Print Binding and Finishing Workers,
9474,Photographic and film processors,,51-9151,Photographic Process Workers and Processing Machine Operators,
9521,Aircraft assemblers and aircraft assembly inspectors,*,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Only assemblers of aircraft not on production lines and aircraft assembly inspector
9521,Aircraft assemblers and aircraft assembly inspectors,*,51-2092,Team Assemblers,Only assemblers in aircraft production line teams 
9522,"Motor vehicle assemblers, inspectors and testers",*,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",Only assemblers of motor vehicles not on production lines
9522,"Motor vehicle assemblers, inspectors and testers",*,51-2092,Team Assemblers,Only assemblers and related workers in motor vehicle production line teams 
9522,"Motor vehicle assemblers, inspectors and testers",*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors and testers of motor vehicles 
9523,"Electronics assemblers, fabricators, inspectors and testers",*,51-2022,Electrical and Electronic Equipment Assemblers,Only electronics assemblers and fabricators not accounted for in other relationships between this NOC code and SOC
9523,"Electronics assemblers, fabricators, inspectors and testers",*,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Only inspectors and testers in electronics assembly and fabrication
9523,"Electronics assemblers, fabricators, inspectors and testers",*,51-9141,Semiconductor Processing Technicians,"Only assemblers, technicians and related workers in semiconductor processing, including crystal growing "
