onet_soc_code,onet_plus_title,soc_2018,noc_2016,noc_2021,noc_plus_title,w_1,w_2,w_3,path_weight
11-9161.00,11-9161.00: Emergency Management Directors,11-9161,0414,40019,40019: Other managers in public administration,1,1,1,1
11-3012.00,11-3012.00: Administrative Services Managers,11-3012,0414,40019,40019: Other managers in public administration,1,0.125,1,0.125
11-1021.00,11-1021.00: General and Operations Managers,11-1021,0414,40019,40019: Other managers in public administration,1,0.08333333333333333,1,0.08333333333333333
11-9033.00,"11-9033.00: Education Administrators, Postsecondary",11-9033,0421,40020,40020: Administrators - post-secondary education and vocational training,1,1,1,1
11-3012.00,11-3012.00: Administrative Services Managers,11-3012,0421,40020,40020: Administrators - post-secondary education and vocational training,1,0.125,1,0.125
11-9032.00,"11-9032.00: Education Administrators, Kindergarten through Secondary",11-9032,0422,40021,40021: School principals and administrators of elementary and secondary education,1,1,1,1
11-1011.00,11-1011.00: Chief Executives,11-1011,0422,40021,40021: School principals and administrators of elementary and secondary education,1,0.16666666666666666,1,0.16666666666666666
11-1011.03,11-1011.03: Chief Sustainability Officers,11-1011,0422,40021,40021: School principals and administrators of elementary and secondary education,1,0.16666666666666666,1,0.16666666666666666
11-9031.00,"11-9031.00: Education and Childcare Administrators, Preschool and Daycare",11-9031,0423,40030,"40030: Managers in social, community and correctional services",1,1,1,1
11-9151.00,11-9151.00: Social and Community Service Managers,11-9151,0423,40030,"40030: Managers in social, community and correctional services",1,1,1,1
21-2021.00,"21-2021.00: Directors, Religious Activities and Education",21-2021,0423,40030,"40030: Managers in social, community and correctional services",1,0.5,1,0.5
33-1012.00,33-1012.00: First-Line Supervisors of Police and Detectives,33-1012,0431,40040,40040: Commissioned police officers and related occupations in public protection services,1,1,0.5,0.5
11-1021.00,11-1021.00: General and Operations Managers,11-1021,0431,40040,40040: Commissioned police officers and related occupations in public protection services,1,0.08333333333333333,0.5,0.041666666666666664
33-2021.00,33-2021.00: Fire Inspectors and Investigators,33-2021,0432,40041,40041: Fire chiefs and senior firefighting officers,1,0.5,1,0.5
11-1021.00,11-1021.00: General and Operations Managers,11-1021,0432,40041,40041: Fire chiefs and senior firefighting officers,1,0.08333333333333333,1,0.08333333333333333
11-1021.00,11-1021.00: General and Operations Managers,11-1021,0433,40042,40042: Commissioned officers of the Canadian Armed Forces,1,0.08333333333333333,0.5,0.041666666666666664
23-1023.00,"23-1023.00: Judges, Magistrate Judges, and Magistrates",23-1023,4111,41100,41100: Judges,1,1,1,1
23-1011.00,23-1011.00: Lawyers,23-1011,4112,41101,41101: Lawyers and Quebec notaries,1,1,1,1
25-1051.00,"25-1051.00: Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",25-1051,4011,41200,41200: University professors and lecturers,1,1,1,1
25-1081.00,"25-1081.00: Education Teachers, Postsecondary",25-1081,4011,41200,41200: University professors and lecturers,1,1,1,1
25-1082.00,"25-1082.00: Library Science Teachers, Postsecondary",25-1082,4011,41200,41200: University professors and lecturers,1,1,1,1
25-1011.00,"25-1011.00: Business Teachers, Postsecondary",25-1011,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1021.00,"25-1021.00: Computer Science Teachers, Postsecondary",25-1021,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1022.00,"25-1022.00: Mathematical Science Teachers, Postsecondary",25-1022,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1031.00,"25-1031.00: Architecture Teachers, Postsecondary",25-1031,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1032.00,"25-1032.00: Engineering Teachers, Postsecondary",25-1032,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1041.00,"25-1041.00: Agricultural Sciences Teachers, Postsecondary",25-1041,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1042.00,"25-1042.00: Biological Science Teachers, Postsecondary",25-1042,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1043.00,"25-1043.00: Forestry and Conservation Science Teachers, Postsecondary",25-1043,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1052.00,"25-1052.00: Chemistry Teachers, Postsecondary",25-1052,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1053.00,"25-1053.00: Environmental Science Teachers, Postsecondary",25-1053,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1054.00,"25-1054.00: Physics Teachers, Postsecondary",25-1054,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1061.00,"25-1061.00: Anthropology and Archeology Teachers, Postsecondary",25-1061,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1062.00,"25-1062.00: Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1063.00,"25-1063.00: Economics Teachers, Postsecondary",25-1063,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1064.00,"25-1064.00: Geography Teachers, Postsecondary",25-1064,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1065.00,"25-1065.00: Political Science Teachers, Postsecondary",25-1065,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1066.00,"25-1066.00: Psychology Teachers, Postsecondary",25-1066,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1067.00,"25-1067.00: Sociology Teachers, Postsecondary",25-1067,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1071.00,"25-1071.00: Health Specialties Teachers, Postsecondary",25-1071,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1072.00,"25-1072.00: Nursing Instructors and Teachers, Postsecondary",25-1072,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1111.00,"25-1111.00: Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1112.00,"25-1112.00: Law Teachers, Postsecondary",25-1112,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1113.00,"25-1113.00: Social Work Teachers, Postsecondary",25-1113,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1121.00,"25-1121.00: Art, Drama, and Music Teachers, Postsecondary",25-1121,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1122.00,"25-1122.00: Communications Teachers, Postsecondary",25-1122,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1123.00,"25-1123.00: English Language and Literature Teachers, Postsecondary",25-1123,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1124.00,"25-1124.00: Foreign Language and Literature Teachers, Postsecondary",25-1124,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1125.00,"25-1125.00: History Teachers, Postsecondary",25-1125,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1126.00,"25-1126.00: Philosophy and Religion Teachers, Postsecondary",25-1126,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1192.00,"25-1192.00: Family and Consumer Sciences Teachers, Postsecondary",25-1192,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
25-1193.00,"25-1193.00: Recreation and Fitness Studies Teachers, Postsecondary",25-1193,4011,41200,41200: University professors and lecturers,1,0.5,1,0.5
19-4061.00,19-4061.00: Social Science Research Assistants,19-4061,4012,41201,41201: Post-secondary teaching and research assistants,1,0.5,1,0.5
25-3041.00,25-3041.00: Tutors,25-3041,4012,41201,41201: Post-secondary teaching and research assistants,1,0.5,1,0.5
25-9044.00,"25-9044.00: Teaching Assistants, Postsecondary",25-9044,4012,41201,41201: Post-secondary teaching and research assistants,1,0.5,1,0.5
25-1194.00,"25-1194.00: Career/Technical Education Teachers, Postsecondary",25-1194,4021,41210,41210: College and other vocational instructors,1,1,1,1
25-3011.00,"25-3011.00: Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",25-3011,4021,41210,41210: College and other vocational instructors,1,1,1,1
25-1011.00,"25-1011.00: Business Teachers, Postsecondary",25-1011,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1021.00,"25-1021.00: Computer Science Teachers, Postsecondary",25-1021,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1022.00,"25-1022.00: Mathematical Science Teachers, Postsecondary",25-1022,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1031.00,"25-1031.00: Architecture Teachers, Postsecondary",25-1031,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1032.00,"25-1032.00: Engineering Teachers, Postsecondary",25-1032,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1041.00,"25-1041.00: Agricultural Sciences Teachers, Postsecondary",25-1041,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1042.00,"25-1042.00: Biological Science Teachers, Postsecondary",25-1042,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1043.00,"25-1043.00: Forestry and Conservation Science Teachers, Postsecondary",25-1043,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1052.00,"25-1052.00: Chemistry Teachers, Postsecondary",25-1052,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1053.00,"25-1053.00: Environmental Science Teachers, Postsecondary",25-1053,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1054.00,"25-1054.00: Physics Teachers, Postsecondary",25-1054,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1061.00,"25-1061.00: Anthropology and Archeology Teachers, Postsecondary",25-1061,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1062.00,"25-1062.00: Area, Ethnic, and Cultural Studies Teachers, Postsecondary",25-1062,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1063.00,"25-1063.00: Economics Teachers, Postsecondary",25-1063,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1064.00,"25-1064.00: Geography Teachers, Postsecondary",25-1064,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1065.00,"25-1065.00: Political Science Teachers, Postsecondary",25-1065,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1066.00,"25-1066.00: Psychology Teachers, Postsecondary",25-1066,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1067.00,"25-1067.00: Sociology Teachers, Postsecondary",25-1067,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1071.00,"25-1071.00: Health Specialties Teachers, Postsecondary",25-1071,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1072.00,"25-1072.00: Nursing Instructors and Teachers, Postsecondary",25-1072,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1111.00,"25-1111.00: Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1112.00,"25-1112.00: Law Teachers, Postsecondary",25-1112,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1113.00,"25-1113.00: Social Work Teachers, Postsecondary",25-1113,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1121.00,"25-1121.00: Art, Drama, and Music Teachers, Postsecondary",25-1121,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1122.00,"25-1122.00: Communications Teachers, Postsecondary",25-1122,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1123.00,"25-1123.00: English Language and Literature Teachers, Postsecondary",25-1123,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1124.00,"25-1124.00: Foreign Language and Literature Teachers, Postsecondary",25-1124,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1125.00,"25-1125.00: History Teachers, Postsecondary",25-1125,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1126.00,"25-1126.00: Philosophy and Religion Teachers, Postsecondary",25-1126,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1192.00,"25-1192.00: Family and Consumer Sciences Teachers, Postsecondary",25-1192,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-1193.00,"25-1193.00: Recreation and Fitness Studies Teachers, Postsecondary",25-1193,4021,41210,41210: College and other vocational instructors,1,0.5,1,0.5
25-2031.00,"25-2031.00: Secondary School Teachers, Except Special and Career/Technical Education",25-2031,4031,41220,41220: Secondary school teachers,1,1,1,1
25-2032.00,"25-2032.00: Career/Technical Education Teachers, Secondary School",25-2032,4031,41220,41220: Secondary school teachers,1,1,1,1
25-2058.00,"25-2058.00: Special Education Teachers, Secondary School",25-2058,4031,41220,41220: Secondary school teachers,1,1,1,1
25-3031.00,"25-3031.00: Substitute Teachers, Short-Term",25-3031,4031,41220,41220: Secondary school teachers,1,0.5,1,0.5
25-2012.00,"25-2012.00: Kindergarten Teachers, Except Special Education",25-2012,4032,41221,41221: Elementary school and kindergarten teachers,1,1,1,1
25-2021.00,"25-2021.00: Elementary School Teachers, Except Special Education",25-2021,4032,41221,41221: Elementary school and kindergarten teachers,1,1,1,1
25-2022.00,"25-2022.00: Middle School Teachers, Except Special and Career/Technical Education",25-2022,4032,41221,41221: Elementary school and kindergarten teachers,1,1,1,1
25-2023.00,"25-2023.00: Career/Technical Education Teachers, Middle School",25-2023,4032,41221,41221: Elementary school and kindergarten teachers,1,1,1,1
25-2056.00,"25-2056.00: Special Education Teachers, Elementary School",25-2056,4032,41221,41221: Elementary school and kindergarten teachers,1,1,1,1
25-2057.00,"25-2057.00: Special Education Teachers, Middle School",25-2057,4032,41221,41221: Elementary school and kindergarten teachers,1,1,1,1
25-3031.00,"25-3031.00: Substitute Teachers, Short-Term",25-3031,4032,41221,41221: Elementary school and kindergarten teachers,1,0.5,1,0.5
21-1021.00,"21-1021.00: Child, Family, and School Social Workers",21-1021,4152,41300,41300: Social workers,1,1,1,1
21-1022.00,21-1022.00: Healthcare Social Workers,21-1022,4152,41300,41300: Social workers,1,1,1,1
21-1023.00,21-1023.00: Mental Health and Substance Abuse Social Workers,21-1023,4152,41300,41300: Social workers,1,1,1,1
19-3032.00,19-3032.00: Industrial-Organizational Psychologists,19-3032,4151,41301,41301: Therapists in counselling and related specialized therapies,1,1,0.5,0.5
19-3033.00,19-3033.00: Clinical and Counseling Psychologists,19-3033,4151,41301,41301: Therapists in counselling and related specialized therapies,1,1,0.5,0.5
19-3034.00,19-3034.00: School Psychologists,19-3034,4151,41301,41301: Therapists in counselling and related specialized therapies,1,1,0.5,0.5
19-3039.02,19-3039.02: Neuropsychologists,19-3039,4151,41301,41301: Therapists in counselling and related specialized therapies,1,1,0.5,0.5
19-3039.03,19-3039.03: Clinical Neuropsychologists,19-3039,4151,41301,41301: Therapists in counselling and related specialized therapies,1,1,0.5,0.5
29-1125.00,29-1125.00: Recreational Therapists,29-1125,3144,41301,41301: Therapists in counselling and related specialized therapies,1,1,0.5,0.5
29-1129.01,29-1129.01: Art Therapists,29-1129,3144,41301,41301: Therapists in counselling and related specialized therapies,1,1,0.5,0.5
